y1_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI,Year
FL,31,NE,Nebraska,1233,2288,104743,2018
FL,50,VT,Vermont,1083,1806,80833,2018
FL,11,DC,District Of Columbia,1027,1448,155655,2018
FL,2,AK,Alaska,832,1614,49044,2018
FL,16,ID,Idaho,609,1229,35832,2018
FL,46,SD,South Dakota,582,1113,60513,2018
FL,38,ND,North Dakota,545,1032,31198,2018
FL,30,MT,Montana,537,975,51060,2018
FL,56,WY,Wyoming,363,670,30271,2018
GA,96,GA,GA Total Migration-US and Foreign,136159,267673,8165712,2018
GA,97,GA,GA Total Migration-US,134109,262916,8069175,2018
GA,98,GA,GA Total Migration-Foreign,2050,4757,96538,2018
GA,97,GA,GA Total Migration-Same State,223488,444335,11857781,2018
GA,13,GA,GA Non-migrants,3326220,7309950,244865550,2018
GA,12,FL,Florida,24036,46414,1351304,2018
GA,48,TX,Texas,8759,18163,543131,2018
GA,1,AL,Alabama,8046,15813,382562,2018
GA,37,NC,North Carolina,7964,15465,446120,2018
GA,36,NY,New York,7926,14820,474029,2018
GA,6,CA,California,7629,14587,582977,2018
GA,45,SC,South Carolina,7415,14055,394464,2018
GA,47,TN,Tennessee,7296,14303,409230,2018
GA,51,VA,Virginia,5230,10273,336135,2018
GA,17,IL,Illinois,4172,8204,300378,2018
GA,39,OH,Ohio,3316,6457,192319,2018
GA,34,NJ,New Jersey,3279,6565,230899,2018
GA,42,PA,Pennsylvania,3273,6318,215959,2018
GA,24,MD,Maryland,2970,5646,193442,2018
GA,26,MI,Michigan,2502,4872,136823,2018
GA,8,CO,Colorado,2245,4531,145367,2018
GA,22,LA,Louisiana,2115,4222,93365,2018
GA,57,FR,Foreign,2050,4757,96538,2018
GA,53,WA,Washington,1947,4176,131885,2018
GA,28,MS,Mississippi,1889,3804,80529,2018
GA,18,IN,Indiana,1810,3624,97228,2018
GA,25,MA,Massachusetts,1695,3124,126837,2018
GA,29,MO,Missouri,1637,3292,100596,2018
GA,4,AZ,Arizona,1593,3121,112278,2018
GA,21,KY,Kentucky,1592,3387,93351,2018
GA,9,CT,Connecticut,1390,2689,115026,2018
GA,55,WI,Wisconsin,1079,2130,65069,2018
GA,20,KS,Kansas,956,2172,58220,2018
GA,27,MN,Minnesota,944,1802,101402,2018
GA,32,NV,Nevada,831,1634,48900,2018
GA,5,AR,Arkansas,810,1653,54123,2018
GA,40,OK,Oklahoma,796,1731,39364,2018
GA,15,HI,Hawaii,788,1879,41256,2018
GA,41,OR,Oregon,606,1128,37910,2018
GA,11,DC,District Of Columbia,534,742,50922,2018
GA,19,IA,Iowa,532,1047,33384,2018
GA,49,UT,Utah,483,1085,30398,2018
GA,2,AK,Alaska,472,1043,23577,2018
GA,54,WV,West Virginia,458,889,26016,2018
GA,35,NM,New Mexico,455,886,26937,2018
GA,10,DE,Delaware,382,765,21796,2018
GA,31,NE,Nebraska,361,795,22719,2018
GA,33,NH,New Hampshire,310,584,21340,2018
GA,23,ME,Maine,287,502,14466,2018
GA,44,RI,Rhode Island,277,506,11194,2018
GA,16,ID,Idaho,205,464,8807,2018
GA,38,ND,North Dakota,195,400,10233,2018
GA,30,MT,Montana,186,344,10350,2018
GA,46,SD,South Dakota,163,328,10127,2018
GA,50,VT,Vermont,146,232,8641,2018
GA,56,WY,Wyoming,127,250,5790,2018
HI,96,HI,HI Total Migration-US and Foreign,26404,51895,1697411,2018
HI,97,HI,HI Total Migration-US,25136,48930,1623460,2018
HI,98,HI,HI Total Migration-Foreign,1268,2965,73950,2018
HI,97,HI,HI Total Migration-Same State,3051,5248,158151,2018
HI,15,HI,HI Non-migrants,551187,1092848,40095046,2018
HI,6,CA,California,5649,10142,436468,2018
HI,53,WA,Washington,1898,3786,121277,2018
HI,48,TX,Texas,1893,4071,122349,2018
HI,12,FL,Florida,1322,2463,67104,2018
HI,57,FR,Foreign,1268,2965,73950,2018
HI,51,VA,Virginia,1078,2490,77257,2018
HI,8,CO,Colorado,944,1856,63404,2018
HI,36,NY,New York,855,1481,57589,2018
HI,41,OR,Oregon,820,1456,58651,2018
HI,13,GA,Georgia,765,1636,36713,2018
HI,37,NC,North Carolina,742,1703,35383,2018
HI,32,NV,Nevada,713,1234,37859,2018
HI,4,AZ,Arizona,703,1315,38950,2018
HI,17,IL,Illinois,537,956,53300,2018
HI,24,MD,Maryland,504,1111,36795,2018
HI,2,AK,Alaska,430,866,24705,2018
HI,49,UT,Utah,383,823,20497,2018
HI,45,SC,South Carolina,367,757,17810,2018
HI,42,PA,Pennsylvania,355,605,21099,2018
HI,47,TN,Tennessee,352,773,18082,2018
HI,39,OH,Ohio,339,640,19175,2018
HI,34,NJ,New Jersey,314,526,16574,2018
HI,29,MO,Missouri,312,672,16904,2018
HI,26,MI,Michigan,301,511,16236,2018
HI,25,MA,Massachusetts,299,462,16894,2018
HI,9,CT,Connecticut,258,445,16266,2018
HI,40,OK,Oklahoma,256,585,12696,2018
HI,20,KS,Kansas,247,635,13858,2018
HI,1,AL,Alabama,230,565,14775,2018
HI,55,WI,Wisconsin,194,342,11266,2018
HI,27,MN,Minnesota,193,304,9829,2018
HI,21,KY,Kentucky,190,441,8873,2018
HI,16,ID,Idaho,187,380,10121,2018
HI,22,LA,Louisiana,183,392,8445,2018
HI,18,IN,Indiana,179,325,17678,2018
HI,35,NM,New Mexico,174,331,9511,2018
HI,19,IA,Iowa,104,179,6118,2018
HI,30,MT,Montana,99,195,6474,2018
HI,28,MS,Mississippi,93,185,4063,2018
HI,5,AR,Arkansas,88,177,4268,2018
HI,11,DC,District Of Columbia,79,148,7686,2018
HI,31,NE,Nebraska,77,162,7227,2018
HI,44,RI,Rhode Island,75,161,4384,2018
HI,23,ME,Maine,69,139,3884,2018
HI,33,NH,New Hampshire,52,89,3682,2018
HI,54,WV,West Virginia,48,92,2637,2018
HI,10,DE,Delaware,43,77,1670,2018
HI,56,WY,Wyoming,41,79,2799,2018
HI,46,SD,South Dakota,38,61,1924,2018
HI,38,ND,North Dakota,36,63,1225,2018
HI,50,VT,Vermont,28,43,1027,2018
ID,96,ID,ID Total Migration-US and Foreign,33561,69676,2289852,2018
ID,97,ID,ID Total Migration-US,33265,69035,2274642,2018
ID,98,ID,ID Total Migration-Foreign,296,641,15210,2018
ID,97,ID,ID Total Migration-Same State,21961,46387,988090,2018
ID,16,ID,ID Non-migrants,576277,1325045,38718655,2018
ID,6,CA,California,8092,17310,712306,2018
ID,53,WA,Washington,5575,10977,372334,2018
ID,49,UT,Utah,2849,6737,146337,2018
ID,41,OR,Oregon,2722,5432,157342,2018
ID,4,AZ,Arizona,1318,2730,80275,2018
ID,48,TX,Texas,1280,2870,90961,2018
ID,8,CO,Colorado,1266,2507,83843,2018
ID,32,NV,Nevada,1134,2335,66719,2018
ID,30,MT,Montana,1049,1978,47041,2018
ID,12,FL,Florida,592,1120,33272,2018
ID,56,WY,Wyoming,574,1228,31383,2018
ID,2,AK,Alaska,529,1102,36578,2018
ID,51,VA,Virginia,357,778,32336,2018
ID,37,NC,North Carolina,321,692,17247,2018
ID,17,IL,Illinois,320,620,22120,2018
ID,36,NY,New York,301,525,18289,2018
ID,57,FR,Foreign,296,641,15210,2018
ID,39,OH,Ohio,291,591,20585,2018
ID,13,GA,Georgia,274,592,19269,2018
ID,38,ND,North Dakota,270,543,14699,2018
ID,35,NM,New Mexico,267,538,18159,2018
ID,27,MN,Minnesota,253,447,17860,2018
ID,29,MO,Missouri,246,505,12976,2018
ID,15,HI,Hawaii,244,500,14576,2018
ID,26,MI,Michigan,232,433,16158,2018
ID,42,PA,Pennsylvania,231,437,13348,2018
ID,47,TN,Tennessee,220,478,18051,2018
ID,40,OK,Oklahoma,214,446,11668,2018
ID,20,KS,Kansas,205,419,11294,2018
ID,55,WI,Wisconsin,204,388,12218,2018
ID,18,IN,Indiana,179,385,11337,2018
ID,31,NE,Nebraska,163,324,10111,2018
ID,19,IA,Iowa,160,336,7384,2018
ID,45,SC,South Carolina,127,272,8180,2018
ID,46,SD,South Dakota,126,276,6962,2018
ID,24,MD,Maryland,124,261,9741,2018
ID,25,MA,Massachusetts,120,221,23983,2018
ID,1,AL,Alabama,110,252,5114,2018
ID,5,AR,Arkansas,107,236,6532,2018
ID,22,LA,Louisiana,102,196,5031,2018
ID,21,KY,Kentucky,90,194,3145,2018
ID,34,NJ,New Jersey,84,154,7134,2018
ID,28,MS,Mississippi,67,153,3085,2018
ID,9,CT,Connecticut,61,115,5323,2018
ID,33,NH,New Hampshire,44,80,2503,2018
ID,54,WV,West Virginia,37,81,1778,2018
ID,11,DC,District Of Columbia,34,43,2869,2018
ID,50,VT,Vermont,30,48,1250,2018
ID,23,ME,Maine,30,63,1836,2018
ID,10,DE,Delaware,21,49,1273,2018
ID,44,RI,Rhode Island,19,38,825,2018
IL,96,IL,IL Total Migration-US and Foreign,100792,172137,6682811,2018
IL,97,IL,IL Total Migration-US,99923,170257,6639980,2018
IL,98,IL,IL Total Migration-Foreign,869,1880,42831,2018
IL,97,IL,IL Total Migration-Same State,145406,268996,9147675,2018
IL,17,IL,IL Non-migrants,4814182,10243333,412362145,2018
IL,18,IN,Indiana,8320,14907,430536,2018
IL,6,CA,California,8209,13621,723791,2018
IL,12,FL,Florida,7357,12128,490916,2018
IL,55,WI,Wisconsin,6991,11735,391975,2018
IL,29,MO,Missouri,6936,11899,350952,2018
IL,48,TX,Texas,6753,12562,433115,2018
IL,26,MI,Michigan,4562,6935,291641,2018
IL,36,NY,New York,4170,6223,418640,2018
IL,19,IA,Iowa,4119,7367,210013,2018
IL,39,OH,Ohio,3341,5306,257669,2018
IL,4,AZ,Arizona,2778,4685,151569,2018
IL,13,GA,Georgia,2654,4834,158054,2018
IL,8,CO,Colorado,2334,3758,147588,2018
IL,27,MN,Minnesota,2278,3723,170390,2018
IL,51,VA,Virginia,2235,3947,171821,2018
IL,47,TN,Tennessee,2196,3848,103540,2018
IL,37,NC,North Carolina,2072,3603,134875,2018
IL,42,PA,Pennsylvania,1992,3310,168193,2018
IL,53,WA,Washington,1842,3134,151304,2018
IL,25,MA,Massachusetts,1694,2337,141156,2018
IL,34,NJ,New Jersey,1567,2833,185594,2018
IL,21,KY,Kentucky,1505,2748,75258,2018
IL,24,MD,Maryland,1154,1924,94031,2018
IL,32,NV,Nevada,1058,1912,56866,2018
IL,20,KS,Kansas,945,1757,60942,2018
IL,45,SC,South Carolina,875,1631,55485,2018
IL,57,FR,Foreign,869,1880,42831,2018
IL,5,AR,Arkansas,823,1563,42790,2018
IL,22,LA,Louisiana,763,1327,41074,2018
IL,1,AL,Alabama,750,1429,37299,2018
IL,11,DC,District Of Columbia,730,875,64015,2018
IL,41,OR,Oregon,720,1107,51191,2018
IL,40,OK,Oklahoma,707,1332,36210,2018
IL,9,CT,Connecticut,704,1216,78128,2018
IL,28,MS,Mississippi,658,1326,25507,2018
IL,31,NE,Nebraska,617,1133,37269,2018
IL,49,UT,Utah,487,944,30127,2018
IL,35,NM,New Mexico,446,797,26204,2018
IL,15,HI,Hawaii,402,778,21193,2018
IL,38,ND,North Dakota,260,449,13762,2018
IL,2,AK,Alaska,215,409,11348,2018
IL,46,SD,South Dakota,208,378,11248,2018
IL,33,NH,New Hampshire,198,319,12945,2018
IL,30,MT,Montana,196,321,8969,2018
IL,44,RI,Rhode Island,192,288,13499,2018
IL,16,ID,Idaho,190,393,8595,2018
IL,54,WV,West Virginia,171,305,10385,2018
IL,10,DE,Delaware,164,285,11004,2018
IL,56,WY,Wyoming,143,243,7549,2018
IL,23,ME,Maine,138,223,8109,2018
IL,50,VT,Vermont,104,150,5644,2018
IN,96,IN,IN Total Migration-US and Foreign,64308,124017,3572668,2018
IN,97,IN,IN Total Migration-US,63955,123258,3556613,2018
IN,98,IN,IN Total Migration-Foreign,353,759,16055,2018
IN,97,IN,IN Total Migration-Same State,102647,190953,5014716,2018
IN,18,IN,IN Non-migrants,2417842,5184571,164992328,2018
IN,17,IL,Illinois,12903,25754,736393,2018
IN,21,KY,Kentucky,5552,10318,261705,2018
IN,12,FL,Florida,5341,9693,278805,2018
IN,39,OH,Ohio,5223,9529,276147,2018
IN,26,MI,Michigan,4441,8235,243211,2018
IN,48,TX,Texas,3339,6747,189529,2018
IN,6,CA,California,3118,5960,206201,2018
IN,47,TN,Tennessee,1987,3868,107043,2018
IN,13,GA,Georgia,1517,3113,81432,2018
IN,36,NY,New York,1471,2879,80883,2018
IN,37,NC,North Carolina,1410,2781,77337,2018
IN,8,CO,Colorado,1271,2318,65523,2018
IN,29,MO,Missouri,1196,2319,66325,2018
IN,4,AZ,Arizona,1158,2220,64670,2018
IN,51,VA,Virginia,1142,2338,70099,2018
IN,55,WI,Wisconsin,1024,1921,57617,2018
IN,42,PA,Pennsylvania,985,1866,70033,2018
IN,53,WA,Washington,828,1643,58352,2018
IN,45,SC,South Carolina,737,1458,41262,2018
IN,1,AL,Alabama,633,1260,29313,2018
IN,19,IA,Iowa,620,1235,31994,2018
IN,34,NJ,New Jersey,613,1241,45010,2018
IN,27,MN,Minnesota,609,1142,40930,2018
IN,24,MD,Maryland,599,1170,36038,2018
IN,32,NV,Nevada,502,950,24581,2018
IN,20,KS,Kansas,458,910,22342,2018
IN,5,AR,Arkansas,450,901,19752,2018
IN,40,OK,Oklahoma,439,925,19710,2018
IN,25,MA,Massachusetts,426,792,33395,2018
IN,22,LA,Louisiana,393,802,21135,2018
IN,28,MS,Mississippi,369,743,14804,2018
IN,41,OR,Oregon,355,645,18718,2018
IN,57,FR,Foreign,353,759,16055,2018
IN,49,UT,Utah,320,715,16421,2018
IN,31,NE,Nebraska,270,591,14139,2018
IN,9,CT,Connecticut,264,498,19754,2018
IN,54,WV,West Virginia,252,494,14224,2018
IN,15,HI,Hawaii,232,482,10607,2018
IN,35,NM,New Mexico,220,415,11926,2018
IN,2,AK,Alaska,146,287,7377,2018
IN,16,ID,Idaho,139,296,7732,2018
IN,38,ND,North Dakota,131,272,8434,2018
IN,46,SD,South Dakota,124,238,5627,2018
IN,33,NH,New Hampshire,124,226,8577,2018
IN,11,DC,District Of Columbia,114,151,10475,2018
IN,30,MT,Montana,113,176,6323,2018
IN,23,ME,Maine,97,188,5854,2018
IN,10,DE,Delaware,90,185,6435,2018
IN,56,WY,Wyoming,88,170,5316,2018
IN,44,RI,Rhode Island,68,104,3347,2018
IN,50,VT,Vermont,54,94,3755,2018
IA,96,IA,IA Total Migration-US and Foreign,30616,57912,1624649,2018
IA,97,IA,IA Total Migration-US,30457,57580,1617748,2018
IA,98,IA,IA Total Migration-Foreign,159,332,6901,2018
IA,97,IA,IA Total Migration-Same State,43328,77741,2125846,2018
IA,19,IA,IA Non-migrants,1150067,2476286,83617610,2018
IA,17,IL,Illinois,4914,9139,247278,2018
IA,31,NE,Nebraska,3022,5857,147198,2018
IA,27,MN,Minnesota,2147,3823,116207,2018
IA,48,TX,Texas,1761,3572,90640,2018
IA,29,MO,Missouri,1637,3172,79008,2018
IA,6,CA,California,1582,2940,84788,2018
IA,12,FL,Florida,1443,2534,75164,2018
IA,55,WI,Wisconsin,1310,2360,72270,2018
IA,8,CO,Colorado,1175,2151,66530,2018
IA,46,SD,South Dakota,960,1638,43602,2018
IA,4,AZ,Arizona,903,1650,46916,2018
IA,20,KS,Kansas,698,1362,47043,2018
IA,18,IN,Indiana,561,1150,42800,2018
IA,26,MI,Michigan,503,937,25606,2018
IA,53,WA,Washington,501,967,27870,2018
IA,37,NC,North Carolina,498,1036,25142,2018
IA,36,NY,New York,477,825,24828,2018
IA,39,OH,Ohio,455,845,28897,2018
IA,13,GA,Georgia,436,928,22700,2018
IA,51,VA,Virginia,427,830,30522,2018
IA,42,PA,Pennsylvania,383,747,22468,2018
IA,47,TN,Tennessee,383,743,19217,2018
IA,40,OK,Oklahoma,342,694,16147,2018
IA,32,NV,Nevada,290,532,13626,2018
IA,41,OR,Oregon,281,503,21091,2018
IA,5,AR,Arkansas,272,544,12588,2018
IA,21,KY,Kentucky,236,483,9793,2018
IA,24,MD,Maryland,235,395,13356,2018
IA,38,ND,North Dakota,217,445,11866,2018
IA,45,SC,South Carolina,205,404,9885,2018
IA,49,UT,Utah,192,425,9883,2018
IA,22,LA,Louisiana,191,395,13368,2018
IA,1,AL,Alabama,183,364,9251,2018
IA,25,MA,Massachusetts,181,319,10186,2018
IA,34,NJ,New Jersey,167,305,13407,2018
IA,28,MS,Mississippi,165,342,7559,2018
IA,57,FR,Foreign,159,332,6901,2018
IA,35,NM,New Mexico,148,259,7643,2018
IA,30,MT,Montana,136,294,6362,2018
IA,15,HI,Hawaii,128,284,3953,2018
IA,16,ID,Idaho,125,272,5789,2018
IA,2,AK,Alaska,117,266,6603,2018
IA,9,CT,Connecticut,96,173,7599,2018
IA,56,WY,Wyoming,87,162,4378,2018
IA,11,DC,District Of Columbia,53,66,3620,2018
IA,54,WV,West Virginia,51,100,3061,2018
IA,23,ME,Maine,50,111,2670,2018
IA,44,RI,Rhode Island,40,89,2729,2018
IA,33,NH,New Hampshire,40,68,2278,2018
IA,10,DE,Delaware,31,46,1640,2018
IA,50,VT,Vermont,22,34,721,2018
KS,96,KS,KS Total Migration-US and Foreign,37693,74131,2090868,2018
KS,97,KS,KS Total Migration-US,36962,72408,2056332,2018
KS,98,KS,KS Total Migration-Foreign,731,1723,34536,2018
KS,97,KS,KS Total Migration-Same State,34721,65429,1586398,2018
KS,20,KS,KS Non-migrants,1027125,2247860,76558571,2018
KS,29,MO,Missouri,10316,18089,548330,2018
KS,48,TX,Texas,3481,7288,189257,2018
KS,40,OK,Oklahoma,2161,4528,104876,2018
KS,6,CA,California,2144,4456,129170,2018
KS,8,CO,Colorado,1957,3789,102302,2018
KS,12,FL,Florida,1493,2855,79930,2018
KS,31,NE,Nebraska,1122,2112,59836,2018
KS,17,IL,Illinois,1002,1922,67338,2018
KS,4,AZ,Arizona,822,1593,45738,2018
KS,13,GA,Georgia,797,1750,48801,2018
KS,53,WA,Washington,742,1606,42215,2018
KS,57,FR,Foreign,731,1723,34536,2018
KS,19,IA,Iowa,710,1390,42166,2018
KS,36,NY,New York,664,1293,42296,2018
KS,51,VA,Virginia,659,1485,43126,2018
KS,37,NC,North Carolina,659,1479,33013,2018
KS,5,AR,Arkansas,581,1145,27373,2018
KS,47,TN,Tennessee,486,1033,28359,2018
KS,39,OH,Ohio,417,824,25607,2018
KS,42,PA,Pennsylvania,405,784,23935,2018
KS,27,MN,Minnesota,401,761,30127,2018
KS,18,IN,Indiana,400,768,28128,2018
KS,26,MI,Michigan,383,756,19393,2018
KS,1,AL,Alabama,338,769,18909,2018
KS,55,WI,Wisconsin,337,664,23403,2018
KS,45,SC,South Carolina,329,699,17239,2018
KS,32,NV,Nevada,318,645,17877,2018
KS,22,LA,Louisiana,316,680,16344,2018
KS,24,MD,Maryland,297,603,20731,2018
KS,35,NM,New Mexico,283,593,12901,2018
KS,21,KY,Kentucky,279,594,15151,2018
KS,15,HI,Hawaii,264,659,13649,2018
KS,41,OR,Oregon,244,441,11457,2018
KS,34,NJ,New Jersey,222,419,17066,2018
KS,49,UT,Utah,215,525,12541,2018
KS,28,MS,Mississippi,208,411,8715,2018
KS,2,AK,Alaska,197,484,10809,2018
KS,25,MA,Massachusetts,187,331,14246,2018
KS,46,SD,South Dakota,183,337,10429,2018
KS,16,ID,Idaho,144,311,7088,2018
KS,38,ND,North Dakota,132,280,7745,2018
KS,30,MT,Montana,131,247,6156,2018
KS,56,WY,Wyoming,124,255,6866,2018
KS,9,CT,Connecticut,109,204,7935,2018
KS,33,NH,New Hampshire,58,110,3357,2018
KS,23,ME,Maine,58,105,2570,2018
KS,54,WV,West Virginia,55,105,3060,2018
KS,11,DC,District Of Columbia,45,67,3292,2018
KS,10,DE,Delaware,45,88,3134,2018
KS,44,RI,Rhode Island,26,45,1553,2018
KS,50,VT,Vermont,16,31,791,2018
KY,96,KY,KY Total Migration-US and Foreign,44226,85581,2329996,2018
KY,97,KY,KY Total Migration-US,43777,84598,2309528,2018
KY,98,KY,KY Total Migration-Foreign,449,983,20468,2018
KY,97,KY,KY Total Migration-Same State,62652,122722,2791702,2018
KY,21,KY,KY Non-migrants,1480825,3197204,95527037,2018
KY,39,OH,Ohio,6313,11008,328892,2018
KY,18,IN,Indiana,4938,9026,227915,2018
KY,47,TN,Tennessee,4692,9269,211970,2018
KY,12,FL,Florida,3925,7382,192993,2018
KY,48,TX,Texas,2112,4504,117040,2018
KY,17,IL,Illinois,2004,3955,110428,2018
KY,6,CA,California,1776,3384,105757,2018
KY,13,GA,Georgia,1504,3108,82308,2018
KY,37,NC,North Carolina,1359,2753,70576,2018
KY,26,MI,Michigan,1248,2411,57188,2018
KY,51,VA,Virginia,1153,2252,69171,2018
KY,36,NY,New York,1038,2007,66755,2018
KY,54,WV,West Virginia,872,1710,46209,2018
KY,42,PA,Pennsylvania,811,1577,54129,2018
KY,29,MO,Missouri,778,1549,38687,2018
KY,1,AL,Alabama,743,1519,36672,2018
KY,8,CO,Colorado,715,1447,40265,2018
KY,45,SC,South Carolina,712,1335,38650,2018
KY,4,AZ,Arizona,574,1119,30231,2018
KY,53,WA,Washington,501,1074,30256,2018
KY,57,FR,Foreign,449,983,20468,2018
KY,24,MD,Maryland,431,845,27718,2018
KY,55,WI,Wisconsin,430,823,29870,2018
KY,34,NJ,New Jersey,388,719,24867,2018
KY,22,LA,Louisiana,383,833,20343,2018
KY,20,KS,Kansas,329,737,18882,2018
KY,28,MS,Mississippi,321,703,18002,2018
KY,40,OK,Oklahoma,317,736,17770,2018
KY,5,AR,Arkansas,292,577,14410,2018
KY,25,MA,Massachusetts,285,518,18681,2018
KY,27,MN,Minnesota,247,485,13800,2018
KY,32,NV,Nevada,241,468,15572,2018
KY,19,IA,Iowa,232,476,11939,2018
KY,41,OR,Oregon,226,410,10672,2018
KY,15,HI,Hawaii,212,522,12133,2018
KY,9,CT,Connecticut,197,366,12944,2018
KY,49,UT,Utah,189,451,11237,2018
KY,2,AK,Alaska,152,333,8724,2018
KY,31,NE,Nebraska,141,306,8267,2018
KY,35,NM,New Mexico,140,270,8630,2018
KY,33,NH,New Hampshire,103,192,5569,2018
KY,11,DC,District Of Columbia,102,156,10646,2018
KY,23,ME,Maine,96,203,3806,2018
KY,16,ID,Idaho,91,198,4819,2018
KY,38,ND,North Dakota,84,165,3653,2018
KY,10,DE,Delaware,79,140,4783,2018
KY,30,MT,Montana,77,141,3656,2018
KY,46,SD,South Dakota,66,130,3664,2018
KY,56,WY,Wyoming,64,135,2943,2018
KY,50,VT,Vermont,48,82,2843,2018
KY,44,RI,Rhode Island,46,89,2592,2018
LA,96,LA,LA Total Migration-US and Foreign,35783,69460,1948619,2018
LA,97,LA,LA Total Migration-US,35243,68192,1923215,2018
LA,98,LA,LA Total Migration-Foreign,540,1268,25404,2018
LA,97,LA,LA Total Migration-Same State,63838,129713,2996187,2018
LA,22,LA,LA Non-migrants,1502848,3259888,98744490,2018
LA,48,TX,Texas,9336,19101,521512,2018
LA,28,MS,Mississippi,3340,6601,150711,2018
LA,12,FL,Florida,2529,4758,142140,2018
LA,6,CA,California,2138,3844,135793,2018
LA,13,GA,Georgia,1512,2986,65663,2018
LA,1,AL,Alabama,1156,2201,63399,2018
LA,5,AR,Arkansas,1098,2238,50618,2018
LA,36,NY,New York,1036,1734,59100,2018
LA,47,TN,Tennessee,971,1809,48891,2018
LA,37,NC,North Carolina,951,1909,46385,2018
LA,51,VA,Virginia,889,1788,58012,2018
LA,17,IL,Illinois,742,1290,44619,2018
LA,8,CO,Colorado,679,1262,35615,2018
LA,29,MO,Missouri,578,1064,25988,2018
LA,57,FR,Foreign,540,1268,25404,2018
LA,53,WA,Washington,540,1009,32033,2018
LA,39,OH,Ohio,528,1001,30343,2018
LA,40,OK,Oklahoma,514,1066,26094,2018
LA,42,PA,Pennsylvania,513,907,27140,2018
LA,45,SC,South Carolina,457,936,26045,2018
LA,26,MI,Michigan,453,796,33592,2018
LA,4,AZ,Arizona,412,781,22539,2018
LA,24,MD,Maryland,407,700,24263,2018
LA,18,IN,Indiana,369,632,15492,2018
LA,21,KY,Kentucky,326,690,17278,2018
LA,34,NJ,New Jersey,321,613,25272,2018
LA,25,MA,Massachusetts,306,481,17648,2018
LA,20,KS,Kansas,288,571,14029,2018
LA,32,NV,Nevada,266,494,12598,2018
LA,41,OR,Oregon,215,335,11116,2018
LA,55,WI,Wisconsin,208,363,10184,2018
LA,27,MN,Minnesota,190,310,10086,2018
LA,35,NM,New Mexico,187,401,9498,2018
LA,15,HI,Hawaii,187,429,10073,2018
LA,2,AK,Alaska,155,381,9599,2018
LA,19,IA,Iowa,154,291,8631,2018
LA,31,NE,Nebraska,148,299,7844,2018
LA,49,UT,Utah,147,261,7833,2018
LA,9,CT,Connecticut,144,244,12951,2018
LA,11,DC,District Of Columbia,108,138,7112,2018
LA,54,WV,West Virginia,92,189,5086,2018
LA,38,ND,North Dakota,91,207,7470,2018
LA,16,ID,Idaho,89,180,4110,2018
LA,30,MT,Montana,88,180,4713,2018
LA,56,WY,Wyoming,78,161,5038,2018
LA,23,ME,Maine,67,117,4216,2018
LA,46,SD,South Dakota,61,131,2671,2018
LA,10,DE,Delaware,57,101,3067,2018
LA,33,NH,New Hampshire,50,89,4625,2018
LA,44,RI,Rhode Island,39,73,2523,2018
LA,50,VT,Vermont,33,50,1959,2018
ME,96,ME,ME Total Migration-US and Foreign,17735,29831,1257908,2018
ME,97,ME,ME Total Migration-US,17625,29601,1253102,2018
ME,98,ME,ME Total Migration-Foreign,110,230,4806,2018
ME,97,ME,ME Total Migration-Same State,17569,29051,798279,2018
ME,23,ME,ME Non-migrants,518499,1012752,34381433,2018
ME,25,MA,Massachusetts,3034,4733,256520,2018
ME,33,NH,New Hampshire,2429,3862,147356,2018
ME,12,FL,Florida,1871,3202,114410,2018
ME,36,NY,New York,1152,1846,89606,2018
ME,6,CA,California,821,1371,73628,2018
ME,9,CT,Connecticut,808,1315,63779,2018
ME,42,PA,Pennsylvania,545,938,34562,2018
ME,48,TX,Texas,523,959,38806,2018
ME,37,NC,North Carolina,493,890,29977,2018
ME,51,VA,Virginia,478,902,35008,2018
ME,8,CO,Colorado,419,688,22907,2018
ME,50,VT,Vermont,405,619,21084,2018
ME,34,NJ,New Jersey,376,615,36918,2018
ME,4,AZ,Arizona,279,516,15565,2018
ME,13,GA,Georgia,276,512,17193,2018
ME,53,WA,Washington,269,459,16151,2018
ME,24,MD,Maryland,257,464,28809,2018
ME,45,SC,South Carolina,253,456,14278,2018
ME,44,RI,Rhode Island,246,407,13271,2018
ME,39,OH,Ohio,244,418,17988,2018
ME,47,TN,Tennessee,192,358,9054,2018
ME,17,IL,Illinois,169,268,12952,2018
ME,26,MI,Michigan,166,286,10693,2018
ME,41,OR,Oregon,139,228,9524,2018
ME,18,IN,Indiana,115,236,7576,2018
ME,29,MO,Missouri,112,228,7674,2018
