STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
AK,3,"63,070","45,040","6,880","9,220","22,980","91,090","26,660","3,880","1,730",390,"1,750","1,098,990","63,070","1,116,368","54,250","837,955","7,180","4,995","9,670","17,930","7,970","12,957",120,97,"8,620","60,769","3,710","7,009","1,700","11,081","6,040","62,020",140,"19,360","49,980","2,430","4,623",920,330,"11,870","17,378",260,55,70,586,660,"2,026",440,"1,373","3,350","2,927",520,"1,240",50,101,"2,760","42,249",470,230,690,381,"1,800","5,261","2,290","6,246","1,520","11,248","1,570","3,633","48,890","347,906","51,580","37,435",20,30,480,130,"16,240","5,584",650,26,650,181,"4,770","2,835","4,420",700,"6,400","1,770",170,43,"7,440","11,248","1,770","8,904","1,760","8,488","5,910",632,"59,410","157,696","18,100","51,910","15,410","47,466","12,620","15,161","3,800","3,154",920,663,"40,630","31,853","45,790","44,369",0,0,0,0,"7,540","8,236","53,760","120,710"
AK,4,"80,520","46,090","18,420","12,970","30,540","147,130","48,720","3,660","1,420",550,"1,690","2,940,516","80,520","2,980,974","72,220","2,394,374","12,700","9,552","13,110","29,135","10,900","21,115",290,241,"10,230","110,223","5,940","16,732","3,160","28,020","10,300","179,011",180,"23,770","64,619","7,450","46,901","1,740","8,009","19,890","40,458",860,199,180,"1,424","1,130","4,455","1,280","4,640","9,160","9,556",790,"1,322",140,338,"8,860","134,748","1,840","1,362","2,320","1,491","6,810","20,186","8,060","24,559","6,370","47,653","5,250","15,959","78,000","1,653,575","78,510","207,746",20,35,"1,580",879,"31,640","28,945","1,610",147,"3,130","1,719","6,740","6,282","8,750","1,581","19,400","18,769",790,271,"8,210","20,543","2,570","11,970","2,610","12,521","9,670","2,029","78,620","358,175","17,420","35,801","14,330","30,303","13,320","20,615","4,370","3,551",870,797,"65,440","178,802","69,210","203,255",20,21,0,0,"12,950","22,873","66,630","175,802"
AK,5,"51,750","23,550","20,410","6,150","22,060","106,730","34,620","1,650",580,310,760,"3,193,079","51,750","3,234,362","45,620","2,491,667","14,360","12,180","11,620","30,687","9,910","21,580",410,378,"8,370","97,900","6,920","26,063","3,640","44,201","10,750","286,596",210,"11,940","38,033","7,280","94,922","1,920","18,509","16,500","41,283","1,820",442,220,"2,062","1,080","5,471","1,250","5,370","7,390","7,918","1,400","1,945",180,572,"13,550","215,839","2,930","2,023","3,500","2,805","11,710","36,870","12,850","43,554","11,120","87,238","8,730","29,540","51,570","2,200,934","51,500","323,403",30,44,620,850,"20,360","30,995","2,190",314,"2,350","1,361","3,800","4,054","2,360",392,"14,580","23,942","1,150",401,"6,300","19,087",760,"4,339",910,"5,051","3,850","1,560","50,960","394,645",230,58,170,40,"2,400","3,821","2,500","2,118",260,361,"49,010","292,407","49,850","315,469",0,0,0,0,"12,620","31,681","38,250","107,389"
AK,6,"36,560","11,280","21,700","2,790","17,220","86,590","28,360",750,260,180,310,"3,173,929","36,560","3,209,614","32,280","2,406,523","13,240","12,664","9,970","31,651","8,770","22,500",430,465,"7,070","97,333","6,830","35,373","3,570","54,709","9,720","327,629",200,"6,430","22,875","6,060","100,223","2,000","27,414","11,530","35,685","1,370",347,260,"3,086",950,"5,466","1,020","5,091","4,120","4,426",450,552,210,685,"13,530","239,390","3,180","2,312","3,850","3,610","12,300","42,875","13,120","50,806","11,690","101,505","9,370","37,977","36,510","2,348,197","36,480","367,208",130,230,260,672,"15,670","26,781","2,290",340,"2,110","1,280","3,150","3,325",0,0,"11,400","20,709","1,120",453,"5,330","18,186",190,919,320,"1,597","1,820","1,094","36,150","417,242",0,0,0,0,320,618,"1,860","1,593",50,89,"36,120","340,428","36,260","362,566",10,9,0,0,"10,540","33,907","25,260","85,185"
AK,7,"56,820","8,660","45,460","2,120","29,070","150,600","48,320",590,220,190,190,"7,696,813","56,820","7,784,703","51,420","5,742,911","27,700","34,243","20,270","90,581","18,380","65,330",870,"1,052","12,470","249,523","16,040","155,994","7,010","172,280","18,420","778,562",460,"4,800","18,457","9,050","167,928","5,490","137,250","20,620","87,890","3,100",874,930,"14,625","2,030","15,025","1,600","8,716","6,210","6,286","2,610","3,562",600,"3,101","29,750","619,031","8,140","7,756","8,960","10,905","28,060","120,219","29,290","143,686","26,460","268,967","23,200","116,072","56,790","6,166,940","56,760","1,107,847",700,"1,588",200,853,"23,180","31,216","5,960","2,095","4,740","2,986","3,940","5,072",0,0,"11,950","17,752","2,440","1,102","9,420","42,448",60,245,210,"1,174","1,490","1,461","56,400","1,153,050",0,0,0,0,80,152,"3,460","3,113",10,7,"56,650","1,076,633","56,700","1,129,516",400,86,120,59,"23,790","117,379","31,120","126,479"
AK,8,"13,030","1,450","11,200",290,"8,420","34,810","10,590",20,20,0,0,"3,600,399","13,030","3,669,417","11,650","2,285,608","9,450","28,970","7,350","75,833","6,990","57,001",370,673,"3,580","234,105","6,870","207,405","2,010","90,853","4,360","253,488",180,280,"1,140","2,090","45,690","3,690","325,985","4,940","69,018",470,117,750,"22,052","1,460","16,621",280,"2,555",0,0,0,0,500,"5,782","9,480","273,962","2,840","6,490","2,430","4,371","9,130","59,373","9,390","72,445","8,070","101,827","8,340","70,936","13,020","3,166,540","13,030","732,453","2,630","8,549",20,100,"4,580","8,827","3,140","6,153",910,548,0,0,0,0,20,11,510,440,"3,170","26,802",0,0,20,111,240,533,"12,910","725,386",0,0,0,0,0,0,0,0,0,0,"13,020","723,626","13,030","764,516","4,580","3,135","5,650","5,757","7,180","102,968","4,420","36,956"
AK,9,"1,590",190,"1,330",50,"1,340","4,290","1,370",0,0,0,0,"1,066,881","1,590","1,095,542","1,360","490,770","1,450","14,616","1,190","36,843","1,170","28,275",60,443,440,"65,370","1,210","98,780",220,"10,589",370,"25,593",30,10,85,250,"6,146",990,"300,133",910,"28,661",20,5,190,"9,347",450,"6,746",60,564,0,0,0,0,170,"5,592","1,030","46,958",280,"2,126",230,541,990,"10,788","1,020","13,760",770,"13,304",970,"20,713","1,590","1,010,635","1,590","299,991",240,"2,586",0,0,820,"10,591",710,"9,029",70,49,0,0,0,0,0,0,30,95,530,"7,473",0,0,0,0,30,119,"1,570","292,732",0,0,0,0,0,0,0,0,0,0,"1,590","289,400","1,590","306,146","1,010","2,867","1,340","5,553",830,"44,881",320,"9,494"
AK,10,630,70,520,20,590,"1,650",500,0,0,0,0,"1,447,643",630,"1,477,394",530,"322,666",610,"25,333",500,"48,529",480,"35,346",50,964,180,"42,615",540,"257,761",80,"6,089",130,"7,076",20,0,0,110,"3,244",530,"684,198",440,"29,751",0,0,70,"4,143",290,"5,095",20,191,0,0,0,0,130,"15,916",330,"44,681",110,"4,946",70,246,320,"6,650",330,"12,227",190,"4,334",320,"32,036",630,"1,397,806",630,"468,458",50,"1,494",0,0,390,"8,044",350,"6,020",20,16,0,0,0,0,0,0,10,176,230,"5,635",0,0,0,0,0,0,620,"487,428",0,0,0,0,0,0,0,0,0,0,630,"463,314",630,"479,829",400,"2,735",570,"10,411",240,"59,539",120,"26,695"
AZ,0,"2,845,710","1,273,650","1,057,080","478,530","1,430,950","5,853,800","2,077,310","92,870","37,830","6,180","48,860","161,928,643","2,834,860","164,292,308","2,312,660","114,437,143","676,850","1,505,997","478,420","3,861,943","443,480","2,759,223","433,040","622,571","438,700","5,189,606","457,200","8,639,462","287,670","5,331,711","579,040","13,795,247","8,340","101,910","354,768","401,710","5,592,164","163,960","7,999,626","705,940","2,363,665","67,970","16,884","12,910","291,434","79,490","452,445","46,760","219,198","224,670","227,222","38,120","76,632","8,500","140,640","804,490","19,207,173","589,170","3,118,261","196,790","336,968","705,460","1,816,361","801,410","5,626,575","625,260","5,581,749","683,180","3,231,444","2,131,850","112,885,752","2,118,470","21,412,940","44,940","237,885","21,580","17,534","898,750","1,130,172","133,790","162,614","107,910","57,258","195,320","182,903","161,600","27,151","473,740","570,517","42,470","44,087","337,030","899,348","34,950","92,889","39,740","102,233","183,690","36,676","2,661,270","25,547,195","603,080","1,522,532","529,730","1,333,113","471,370","681,612","181,710","150,052","17,210","12,261","1,859,000","20,340,300","2,086,300","21,673,435","41,830","78,286","49,750","237,129","619,390","2,703,060","2,063,100","5,920,080"
AZ,1,"46,750","27,520","15,990","2,140","30,100","72,950","12,190",740,280,20,440,"-5,379,376","35,900","-5,325,231","10,870","335,540","14,890","104,591","10,400","114,413","9,360","58,753","2,700","5,179","17,090","-154,486","16,480","299,230","3,910","68,266","5,980","79,609",820,440,"1,598",90,629,"9,850","-819,685","11,400","54,145",190,46,90,"1,771","3,190","14,736",300,"1,466","1,740","1,916","2,080","7,022",60,"2,706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,"3,079",170,"2,951",300,90,140,409,0,0,0,0,30,23,20,17,60,68,0,0,"6,440","15,976","1,540","6,249","1,600","5,172",480,66,"19,730","86,001","4,840","5,185","3,070","3,310","2,010","3,164","3,090","2,806","1,230","1,384",410,"2,668","8,090","20,821",190,279,0,0,"4,710","9,217","16,290","62,148"
AZ,2,"379,730","291,210","39,360","45,390","162,340","438,320","112,900","25,320","10,140",490,"14,700","2,086,397","379,730","2,160,737","276,450","1,601,762","48,820","28,581","31,730","47,902","28,310","26,659","5,400","2,373","60,900","247,663","30,270","8,982","18,960","79,256","39,940","185,535",470,"9,440","27,318",790,"3,355","5,810","-9,877","65,800","74,340",980,202,110,436,"5,110","15,053",910,"2,906","7,140","5,809","7,070","19,250",140,36,"18,690","289,610","3,890","4,584","11,750","7,575","14,080","28,486","18,020","44,561","10,870","75,377","12,170","13,334","34,950","64,516","33,890","7,006",20,209,"1,250",463,"2,240",245,"1,170",38,0,0,540,134,70,15,80,34,20,6,"51,120","42,103","4,170","13,284","4,210","12,015","3,920",431,"310,790","340,799","139,410","177,556","123,540","154,103","51,450","34,409","21,240","17,708","2,820","2,065","33,170","6,763","89,930","50,972",0,0,0,0,"34,740","15,907","288,880","304,913"
AZ,3,"695,670","380,020","117,970","189,960","331,130","1,317,850","532,340","30,850","13,600","1,500","15,760","11,996,109","695,670","12,183,598","559,660","9,293,523","79,740","67,739","50,350","120,783","45,320","68,319","15,190","7,767","106,780","962,987","45,760","58,464","43,100","319,283","98,540","1,048,247","1,190","36,660","132,105","46,670","81,418","11,860","34,876","134,010","187,489","4,730","1,030",390,"2,054","9,770","32,147","3,800","11,602","28,840","23,696","5,120","10,910",310,252,"55,730","856,454","18,510","16,758","32,660","25,984","41,590","74,440","54,840","130,757","32,520","209,986","40,660","76,478","415,820","2,597,142","410,420","273,222",120,225,"5,420","2,200","139,760","48,561","4,910",260,"7,250","2,402","45,540","24,069","45,000","7,049","43,810","14,079","1,660",467,"91,720","157,508","13,390","33,553","13,430","31,957","83,210","8,972","646,740","2,029,127","273,080","949,255","247,880","843,256","233,560","341,111","48,020","38,272","7,710","4,622","321,030","224,664","424,950","396,539",30,20,10,2,"72,450","63,015","594,770","1,699,078"
AZ,4,"715,690","332,540","205,580","164,820","340,690","1,515,260","596,180","23,810","10,700","1,800","11,320","25,698,426","715,690","26,013,685","618,270","20,972,176","116,710","106,062","73,730","217,410","67,200","130,812","60,290","37,668","80,330","719,538","66,950","164,561","56,790","596,588","127,180","2,112,335","1,490","27,900","98,448","111,200","746,168","20,240","136,225","160,500","315,259","20,150","4,753",860,"7,206","13,250","54,566","11,280","40,761","71,150","70,410","5,250","9,361",580,880,"140,100","2,193,466","84,360","107,340","51,200","61,306","111,710","186,324","139,360","396,333","98,810","641,350","107,560","239,691","676,540","12,651,585","671,860","1,539,787",160,408,"9,530","6,280","310,680","262,538","16,310","1,605","30,350","16,550","61,730","55,840","93,470","16,407","186,380","165,744","8,500","4,530","57,950","137,335","12,910","33,232","14,630","37,427","70,270","13,759","693,250","2,802,849","183,700","390,013","153,710","332,074","159,740","265,569","43,330","34,605","4,820","3,644","529,160","1,277,253","578,390","1,445,221",80,117,0,0,"130,200","183,718","573,650","1,529,743"
AZ,5,"373,070","134,780","186,990","45,290","193,070","843,740","283,820","7,400","2,000","1,090","4,300","22,937,471","373,070","23,221,527","311,760","17,152,258","106,140","115,579","71,410","277,948","65,850","176,084","80,530","66,883","53,390","510,425","64,970","254,902","49,020","700,647","102,340","2,473,262","1,190","12,520","43,116","85,840","1,290,773","19,850","215,030","110,740","284,056","13,230","3,323","1,070","11,352","10,470","51,089","9,630","40,845","49,720","52,889","6,060","10,171",710,"1,637","148,750","2,616,435","106,810","210,603","39,280","65,433","128,340","235,114","148,350","562,349","116,140","836,810","122,870","339,781","370,850","14,706,607","369,390","2,047,326",520,786,"3,420","4,604","161,350","239,150","20,230","3,083","19,980","10,355","34,170","38,485","23,040","3,663","107,760","171,494","9,130","7,510","37,110","99,987","2,680","6,146","4,090","11,018","17,140","6,308","364,650","2,369,959","2,050",523,"1,530",370,"21,040","31,280","24,140","20,347",590,486,"347,470","1,808,251","355,200","1,936,445",80,207,10,4,"111,330","236,829","253,610","649,944"
AZ,6,"236,170","53,920","163,440","16,380","127,340","588,750","189,190","2,750",590,690,"1,480","20,449,654","236,170","20,684,886","197,180","14,732,946","87,590","107,975","62,550","286,801","58,200","190,438","76,970","81,629","38,870","440,562","57,860","319,601","39,680","766,073","76,160","2,320,326",900,"7,020","24,031","60,840","1,216,583","18,210","266,606","74,400","235,232","11,060","2,948","1,230","15,018","8,190","44,372","7,140","34,598","30,050","33,600","2,100","3,241",770,"2,261","127,340","2,546,802","99,470","274,488","26,290","58,937","115,280","240,623","127,180","627,644","105,280","865,025","110,810","372,718","235,620","14,335,184","234,880","2,111,862","1,070","2,050","1,030","2,219","107,690","182,611","19,300","4,285","16,960","9,342","25,190","28,107",0,0,"72,430","127,468","7,850","8,259","27,270","83,369",250,379,"1,100","2,753","4,990","2,802","232,440","2,283,033",0,0,0,0,"2,850","4,722","16,820","14,106",50,60,"231,540","1,929,249","232,820","2,036,414",110,99,0,0,"80,510","222,858","148,960","445,570"
AZ,7,"304,590","42,710","248,080","11,800","176,050","815,470","262,880","1,830",420,590,830,"40,820,172","304,590","41,330,485","258,800","28,680,726","151,670","264,156","117,940","798,817","111,250","561,923","144,720","214,837","58,200","1,016,463","112,320","1,185,908","58,590","1,758,671","103,550","4,158,896","1,430","6,910","24,065","75,580","1,728,652","41,020","1,060,341","111,540","510,313","15,600","4,078","3,800","64,775","15,580","104,226","10,980","61,217","36,030","38,902","10,450","16,677","2,220","9,813","225,810","5,506,600","193,960","873,195","30,110","91,045","211,320","569,334","225,640","1,655,142","192,490","1,913,400","206,320","916,899","304,170","31,154,407","303,640","5,390,194","5,950","14,979",570,"1,465","135,980","192,441","41,320","17,981","26,530","14,755","28,130","36,245",0,0,"63,140","91,569","12,030","15,656","42,610","175,325",20,46,610,"1,656","3,080","2,834","300,840","5,483,463",0,0,0,0,720,"1,357","25,080","22,208",0,0,"302,470","5,197,914","303,000","5,423,400","1,840",509,540,291,"135,330","640,336","156,300","617,339"
AZ,8,"77,850","8,980","66,120","2,280","55,860","216,300","72,360",170,110,10,50,"22,037,134","77,850","22,431,834","66,420","13,824,665","56,450","243,510","47,740","752,616","45,840","553,694","38,660","98,448","18,610","842,597","49,110","1,544,673","15,020","832,971","22,060","1,214,106",590,960,"3,771","17,170","429,538","26,450","2,118,335","28,740","394,700","1,920",477,"3,780","111,222","9,820","89,567","2,160","20,165",0,0,0,0,"2,190","24,048","72,600","2,876,913","67,300","708,735","4,960","23,131","68,410","314,666","72,550","1,097,229","58,230","810,908","68,050","548,868","77,750","18,409,177","77,730","4,247,664","32,290","125,693",70,213,"31,260","63,315","22,480","40,752","6,160","3,414",0,0,0,0,70,61,"2,850","5,990","17,160","117,073",0,0,70,235,530,"1,130","76,860","4,160,719",0,0,0,0,0,0,0,0,0,0,"77,610","4,184,382","77,760","4,389,098","29,210","22,114","35,580","43,661","41,860","608,479","27,130","231,619"
AZ,9,"11,050","1,320","9,320",320,"9,620","31,330","10,960",0,0,0,0,"7,435,106","11,050","7,582,214","9,130","3,727,225","9,910","129,177","8,290","329,669","8,000","248,265","5,530","33,117","3,050","299,278","8,880","922,044","1,800","142,212","2,240","135,965",130,50,235,"2,290","59,809","6,850","1,517,805","5,720","147,108",100,24,"1,090","51,184","2,560","29,118",380,"3,788",0,0,0,0,770,"20,101","10,590","827,767","10,140","291,283",420,"2,470","10,080","86,210","10,580","390,041","7,860","158,707","10,080","205,113","11,030","6,604,238","11,040","1,911,321","3,650","43,108",0,0,"6,220","42,060","5,070","30,248",550,350,0,0,0,0,0,0,320,874,"3,730","38,308",0,0,0,0,60,238,"10,910","1,856,778",0,0,0,0,0,0,0,0,0,0,"11,020","1,869,323","11,040","1,977,421","7,130","21,496","9,110","45,789","5,990","296,817","2,400","60,767"
